"T","U:0","U:1","U:2","d","nuT","p","Points:0","Points:1","Points:2"
293.68,0.80551,-0.0036481,0,0.016667,0.0020967,1.4781,-0.12,0.48333,0.1
293.69,0.79878,-0.0047552,0,0.016667,0.0020879,1.374,-0.1,0.48333,0.1
293.7,0.79003,-0.0060767,0,0.016667,0.0020759,1.2741,-0.08,0.48333,0.1
293.71,0.7789,-0.007573,0,0.016667,0.0020597,1.1796,-0.06,0.48333,0.1
293.72,0.76507,-0.0091637,0,0.016667,0.0020382,1.0914,-0.04,0.48333,0.1
293.73,0.74841,-0.010696,0,0.016667,0.0020105,1.0106,-0.02,0.48333,0.1
326.11,1.1464,-0.40227,0,0.031049,0.0043337,0.089251,0.02,0.31667,0.1
322.75,1.13,-0.40503,0,0.04799,0.0090753,0.31147,0.04,0.31667,0.1
320.02,1.1442,-0.38063,0,0.065571,0.014508,0.42582,0.06,0.31667,0.1
317.78,1.1635,-0.35269,0,0.084248,0.020245,0.52949,0.08,0.31667,0.1
315.89,1.1874,-0.33446,0,0.10343,0.023976,0.58824,0.1,0.31667,0.1
314.24,1.2113,-0.32452,0,0.12287,0.023318,0.60565,0.12,0.31667,0.1
312.79,1.234,-0.316,0,0.14246,0.020477,0.60751,0.14,0.31667,0.1
311.5,1.2541,-0.30591,0,0.16216,0.018115,0.61213,0.16,0.31667,0.1
310.37,1.272,-0.2953,0,0.17745,0.016031,0.61341,0.18,0.31667,0.1
309.36,1.2874,-0.28464,0,0.1831,0.014188,0.61189,0.2,0.31667,0.1
308.46,1.3003,-0.27404,0,0.18333,0.012564,0.60814,0.22,0.31667,0.1
307.65,1.3106,-0.26357,0,0.18333,0.011125,0.60271,0.24,0.31667,0.1
306.93,1.3184,-0.25321,0,0.18333,0.0098426,0.5961,0.26,0.31667,0.1
306.27,1.3241,-0.24299,0,0.18333,0.0086905,0.58868,0.28,0.31667,0.1
305.69,1.3277,-0.23293,0,0.18333,0.007646,0.58074,0.3,0.31667,0.1
305.15,1.3295,-0.22304,0,0.18333,0.0066908,0.57248,0.32,0.31667,0.1
304.67,1.3296,-0.21335,0,0.18333,0.0058114,0.56406,0.34,0.31667,0.1
304.24,1.3282,-0.20388,0,0.18333,0.0049995,0.55562,0.36,0.31667,0.1
303.85,1.3255,-0.19463,0,0.18333,0.0042532,0.54727,0.38,0.31667,0.1
303.49,1.3216,-0.18561,0,0.18333,0.0035797,0.53909,0.4,0.31667,0.1
303.16,1.3166,-0.17684,0,0.18333,0.0029972,0.53113,0.42,0.31667,0.1
302.87,1.3105,-0.16831,0,0.18333,0.002533,0.52342,0.44,0.31667,0.1
302.6,1.3036,-0.16003,0,0.18333,0.002209,0.51595,0.46,0.31667,0.1
302.35,1.2959,-0.15202,0,0.18333,0.0020271,0.5087,0.48,0.31667,0.1
302.13,1.2876,-0.14428,0,0.18333,0.0019757,0.50164,0.5,0.31667,0.1
301.93,1.2787,-0.13683,0,0.18333,0.0020454,0.49472,0.52,0.31667,0.1
301.74,1.2694,-0.1297,0,0.18333,0.0022187,0.48789,0.54,0.31667,0.1
301.57,1.2598,-0.12288,0,0.18333,0.0024586,0.48113,0.56,0.31667,0.1
301.42,1.2501,-0.11639,0,0.18333,0.0027244,0.47445,0.58,0.31667,0.1
301.27,1.2404,-0.11023,0,0.18333,0.0029895,0.46781,0.6,0.31667,0.1
301.15,1.2306,-0.1044,0,0.18333,0.0032409,0.46123,0.62,0.31667,0.1
301.03,1.221,-0.098891,0,0.18333,0.0034733,0.45471,0.64,0.31667,0.1
300.92,1.2115,-0.093695,0,0.18333,0.0036858,0.44825,0.66,0.31667,0.1
300.82,1.2022,-0.088799,0,0.18333,0.0038791,0.44186,0.68,0.31667,0.1
300.73,1.1931,-0.084191,0,0.18333,0.0040547,0.43552,0.7,0.31667,0.1
300.65,1.1842,-0.079856,0,0.18333,0.0042141,0.42924,0.72,0.31667,0.1
300.57,1.1756,-0.07578,0,0.18333,0.0043588,0.42302,0.74,0.31667,0.1
300.5,1.1672,-0.071949,0,0.18333,0.0044903,0.41686,0.76,0.31667,0.1
300.44,1.1591,-0.06835,0,0.18333,0.00461,0.41075,0.78,0.31667,0.1
300.38,1.1513,-0.064971,0,0.18333,0.004719,0.40469,0.8,0.31667,0.1
300.33,1.1437,-0.061797,0,0.18333,0.0048183,0.39868,0.82,0.31667,0.1
300.28,1.1364,-0.058816,0,0.18333,0.0049089,0.39272,0.84,0.31667,0.1
300.24,1.1293,-0.056019,0,0.18333,0.0049918,0.38681,0.86,0.31667,0.1
300.2,1.1225,-0.053392,0,0.18333,0.0050676,0.38094,0.88,0.31667,0.1
300.16,1.1159,-0.050925,0,0.18333,0.005137,0.37512,0.9,0.31667,0.1
300.13,1.1096,-0.048609,0,0.18333,0.0052007,0.36934,0.92,0.31667,0.1
300.1,1.1034,-0.046433,0,0.18333,0.0052592,0.3636,0.94,0.31667,0.1
300.07,1.0975,-0.044389,0,0.18333,0.005313,0.35791,0.96,0.31667,0.1
300.05,1.0918,-0.042468,0,0.18333,0.0053626,0.35225,0.98,0.31667,0.1
300.03,1.0863,-0.040663,0,0.18333,0.0054083,0.34663,1,0.31667,0.1
300.01,1.081,-0.038966,0,0.18333,0.0054505,0.34104,1.02,0.31667,0.1
299.99,1.0759,-0.03737,0,0.18333,0.0054896,0.33549,1.04,0.31667,0.1
299.98,1.071,-0.035868,0,0.18333,0.0055257,0.32998,1.06,0.31667,0.1
299.96,1.0662,-0.034454,0,0.18333,0.0055593,0.3245,1.08,0.31667,0.1
299.95,1.0616,-0.033123,0,0.18333,0.0055905,0.31905,1.1,0.31667,0.1
299.94,1.0571,-0.031869,0,0.18333,0.0056195,0.31364,1.12,0.31667,0.1
299.93,1.0528,-0.030687,0,0.18333,0.0056465,0.30825,1.14,0.31667,0.1
299.92,1.0487,-0.029572,0,0.18333,0.0056718,0.3029,1.16,0.31667,0.1
299.92,1.0446,-0.02852,0,0.18333,0.0056954,0.29758,1.18,0.31667,0.1
299.91,1.0407,-0.027527,0,0.18333,0.0057175,0.29229,1.2,0.31667,0.1
299.91,1.037,-0.026589,0,0.18333,0.0057383,0.28702,1.22,0.31667,0.1
299.91,1.0333,-0.025703,0,0.18333,0.0057578,0.28179,1.24,0.31667,0.1
299.91,1.0298,-0.024865,0,0.18333,0.0057762,0.27658,1.26,0.31667,0.1
299.91,1.0263,-0.024071,0,0.18333,0.0057935,0.2714,1.28,0.31667,0.1
299.91,1.023,-0.02332,0,0.18333,0.0058099,0.26625,1.3,0.31667,0.1
299.91,1.0198,-0.022608,0,0.18333,0.0058254,0.26112,1.32,0.31667,0.1
299.91,1.0166,-0.021933,0,0.18333,0.0058401,0.25602,1.34,0.31667,0.1
299.91,1.0136,-0.021293,0,0.18333,0.0058541,0.25094,1.36,0.31667,0.1
299.91,1.0106,-0.020685,0,0.18333,0.0058675,0.24589,1.38,0.31667,0.1
299.92,1.0077,-0.020107,0,0.18333,0.0058802,0.24087,1.4,0.31667,0.1
299.92,1.0049,-0.019558,0,0.18333,0.0058924,0.23586,1.42,0.31667,0.1
299.93,1.0022,-0.019035,0,0.18333,0.005904,0.23088,1.44,0.31667,0.1
299.93,0.99951,-0.018537,0,0.18333,0.0059152,0.22593,1.46,0.31667,0.1
299.94,0.99691,-0.018062,0,0.18333,0.0059259,0.221,1.48,0.31667,0.1
299.94,0.99438,-0.017609,0,0.18333,0.0059363,0.21609,1.5,0.31667,0.1
299.95,0.99192,-0.017176,0,0.18333,0.0059463,0.2112,1.52,0.31667,0.1
299.95,0.98951,-0.016762,0,0.18333,0.0059559,0.20634,1.54,0.31667,0.1
299.96,0.98717,-0.016366,0,0.18333,0.0059652,0.20149,1.56,0.31667,0.1
299.97,0.98488,-0.015986,0,0.18333,0.0059742,0.19667,1.58,0.31667,0.1
299.98,0.98264,-0.015621,0,0.18333,0.0059829,0.19187,1.6,0.31667,0.1
299.98,0.98046,-0.01527,0,0.18333,0.0059914,0.18709,1.62,0.31667,0.1
299.99,0.97832,-0.014932,0,0.18333,0.0059996,0.18233,1.64,0.31667,0.1
300,0.97624,-0.014607,0,0.18333,0.0060076,0.1776,1.66,0.31667,0.1
300.01,0.9742,-0.014292,0,0.18333,0.0060154,0.17288,1.68,0.31667,0.1
300.02,0.97221,-0.013987,0,0.18333,0.006023,0.16818,1.7,0.31667,0.1
300.03,0.97026,-0.013692,0,0.18333,0.0060303,0.16351,1.72,0.31667,0.1
300.04,0.96835,-0.013405,0,0.18333,0.0060375,0.15885,1.74,0.31667,0.1
300.05,0.96649,-0.013125,0,0.18333,0.0060445,0.15422,1.76,0.31667,0.1
300.06,0.96467,-0.012852,0,0.18333,0.0060513,0.1496,1.78,0.31667,0.1
300.07,0.96288,-0.012585,0,0.18333,0.006058,0.14501,1.8,0.31667,0.1
300.08,0.96114,-0.012324,0,0.18333,0.0060645,0.14044,1.82,0.31667,0.1
300.09,0.95943,-0.012067,0,0.18333,0.0060708,0.13588,1.84,0.31667,0.1
300.1,0.95777,-0.011814,0,0.18333,0.006077,0.13135,1.86,0.31667,0.1
300.11,0.95614,-0.011564,0,0.18333,0.006083,0.12684,1.88,0.31667,0.1
300.12,0.95454,-0.011318,0,0.18333,0.0060889,0.12235,1.9,0.31667,0.1
300.13,0.95298,-0.011074,0,0.18333,0.0060946,0.11788,1.92,0.31667,0.1
300.15,0.95146,-0.010833,0,0.18333,0.0061002,0.11343,1.94,0.31667,0.1
300.16,0.94997,-0.010594,0,0.18333,0.0061057,0.10901,1.96,0.31667,0.1
300.17,0.94852,-0.010357,0,0.18333,0.0061111,0.1046,1.98,0.31667,0.1
300.18,0.9471,-0.010122,0,0.18333,0.0061164,0.10022,2,0.31667,0.1
300.19,0.94572,-0.0098887,0,0.18333,0.0061216,0.095862,2.02,0.31667,0.1
300.21,0.94437,-0.0096582,0,0.18333,0.0061267,0.091525,2.04,0.31667,0.1
300.22,0.94305,-0.0094307,0,0.18333,0.0061318,0.087211,2.06,0.31667,0.1
300.23,0.94177,-0.009207,0,0.18333,0.0061369,0.082919,2.08,0.31667,0.1
300.25,0.94052,-0.0089881,0,0.18333,0.0061421,0.078651,2.1,0.31667,0.1
300.26,0.93931,-0.0087755,0,0.18333,0.0061473,0.074405,2.12,0.31667,0.1
300.27,0.93813,-0.0085713,0,0.18333,0.0061528,0.070181,2.14,0.31667,0.1
300.29,0.93698,-0.0083777,0,0.18333,0.0061586,0.065979,2.16,0.31667,0.1
300.3,0.93587,-0.008198,0,0.18333,0.0061648,0.061797,2.18,0.31667,0.1
300.31,0.93479,-0.0080356,0,0.18333,0.0061715,0.057632,2.2,0.31667,0.1
300.33,0.93375,-0.0078947,0,0.18333,0.0061787,0.053482,2.22,0.31667,0.1
300.34,0.93276,-0.0077793,0,0.18333,0.0061867,0.049339,2.24,0.31667,0.1
300.36,0.93182,-0.0076928,0,0.18333,0.0061952,0.045198,2.26,0.31667,0.1
300.37,0.93094,-0.0076365,0,0.18333,0.0062039,0.041046,2.28,0.31667,0.1
300.38,0.93012,-0.0076069,0,0.18333,0.0062123,0.036869,2.3,0.31667,0.1
300.4,0.92939,-0.0075925,0,0.18333,0.006219,0.032647,2.32,0.31667,0.1
300.41,0.92876,-0.0075667,0,0.18333,0.006222,0.028363,2.34,0.31667,0.1
300.43,0.92824,-0.0074791,0,0.18333,0.0062175,0.023987,2.36,0.31667,0.1
300.44,0.92784,-0.0072387,0,0.18333,0.0062001,0.019523,2.38,0.31667,0.1
300.46,0.92753,-0.0066936,0,0.18333,0.0061603,0.014923,2.4,0.31667,0.1
300.47,0.92728,-0.0055809,0,0.18333,0.006084,0.010374,2.42,0.31667,0.1
300.49,0.9269,-0.0034628,0,0.18333,0.0059465,0.0056189,2.44,0.31667,0.1
300.52,0.92641,0.00041584,0,0.18333,0.0056715,0.0018997,2.46,0.31667,0.1
300.55,0.92474,0.0081425,0,0.18333,0.0056063,-0.0032217,2.48,0.31667,0.1
317.37,1.5194,-0.35852,0,0.04521,0.0062,0.34864,0.02,0.33333,0.1
315.37,1.4609,-0.37721,0,0.058352,0.01052,0.48251,0.04,0.33333,0.1
313.56,1.4267,-0.36921,0,0.073589,0.015315,0.55559,0.06,0.33333,0.1
311.97,1.4063,-0.35269,0,0.090621,0.020421,0.61507,0.08,0.33333,0.1
310.56,1.3978,-0.34059,0,0.10868,0.022735,0.63185,0.1,0.33333,0.1
309.29,1.3949,-0.33264,0,0.12731,0.021211,0.62186,0.12,0.33333,0.1
308.17,1.3941,-0.32416,0,0.14637,0.018768,0.61309,0.14,0.33333,0.1
307.17,1.3939,-0.31367,0,0.16089,0.016652,0.61223,0.16,0.33333,0.1
306.28,1.3942,-0.30224,0,0.16623,0.014714,0.61009,0.18,0.33333,0.1
305.49,1.3943,-0.2904,0,0.16667,0.012957,0.60672,0.2,0.33333,0.1
304.79,1.3936,-0.27844,0,0.16667,0.011368,0.60189,0.22,0.33333,0.1
304.17,1.3919,-0.26651,0,0.16667,0.0099307,0.59581,0.24,0.33333,0.1
303.61,1.3889,-0.25473,0,0.16667,0.0086275,0.58879,0.26,0.33333,0.1
303.11,1.3848,-0.24315,0,0.16667,0.0074441,0.58113,0.28,0.33333,0.1
302.67,1.3794,-0.2318,0,0.16667,0.0063711,0.57313,0.3,0.33333,0.1
302.27,1.3728,-0.22072,0,0.16667,0.0054074,0.565,0.32,0.33333,0.1
301.91,1.365,-0.20991,0,0.16667,0.0045627,0.55691,0.34,0.33333,0.1
301.58,1.3562,-0.19939,0,0.16667,0.0038574,0.54898,0.36,0.33333,0.1
301.29,1.3464,-0.18917,0,0.16667,0.0033151,0.54127,0.38,0.33333,0.1
301.03,1.3356,-0.17926,0,0.16667,0.0029482,0.5338,0.4,0.33333,0.1
300.8,1.3241,-0.16967,0,0.16667,0.0027513,0.52655,0.42,0.33333,0.1
300.58,1.3119,-0.16043,0,0.16667,0.002711,0.51946,0.44,0.33333,0.1
300.39,1.2993,-0.15157,0,0.16667,0.0028088,0.51249,0.46,0.33333,0.1
300.21,1.2864,-0.1431,0,0.16667,0.0030106,0.50559,0.48,0.33333,0.1
300.06,1.2732,-0.13504,0,0.16667,0.0032703,0.49876,0.5,0.33333,0.1
299.91,1.2601,-0.12739,0,0.16667,0.0035481,0.49197,0.52,0.33333,0.1
299.78,1.2471,-0.12017,0,0.16667,0.0038197,0.48522,0.54,0.33333,0.1
299.67,1.2342,-0.11337,0,0.16667,0.0040735,0.47852,0.56,0.33333,0.1
299.56,1.2216,-0.10696,0,0.16667,0.0043054,0.47189,0.58,0.33333,0.1
299.46,1.2092,-0.10095,0,0.16667,0.0045149,0.46533,0.6,0.33333,0.1
299.38,1.1973,-0.095304,0,0.16667,0.0047033,0.45882,0.62,0.33333,0.1
299.3,1.1856,-0.090013,0,0.16667,0.0048722,0.45239,0.64,0.33333,0.1
299.23,1.1744,-0.085055,0,0.16667,0.0050235,0.44602,0.66,0.33333,0.1
299.16,1.1635,-0.080411,0,0.16667,0.0051592,0.43971,0.68,0.33333,0.1
299.1,1.153,-0.076063,0,0.16667,0.0052808,0.43346,0.7,0.33333,0.1
299.05,1.1429,-0.071994,0,0.16667,0.0053898,0.42727,0.72,0.33333,0.1
299,1.1332,-0.068185,0,0.16667,0.0054875,0.42114,0.74,0.33333,0.1
298.96,1.1238,-0.06462,0,0.16667,0.0055753,0.41507,0.76,0.33333,0.1
298.92,1.1148,-0.061285,0,0.16667,0.0056541,0.40904,0.78,0.33333,0.1
298.89,1.1062,-0.058164,0,0.16667,0.005725,0.40307,0.8,0.33333,0.1
298.85,1.0979,-0.055242,0,0.16667,0.0057888,0.39715,0.82,0.33333,0.1
298.83,1.0899,-0.052507,0,0.16667,0.0058463,0.39127,0.84,0.33333,0.1
298.8,1.0823,-0.049946,0,0.16667,0.0058981,0.38544,0.86,0.33333,0.1
298.78,1.0749,-0.047548,0,0.16667,0.0059449,0.37964,0.88,0.33333,0.1
298.76,1.0679,-0.045302,0,0.16667,0.0059872,0.37389,0.9,0.33333,0.1
298.75,1.0611,-0.043198,0,0.16667,0.0060254,0.36818,0.92,0.33333,0.1
298.73,1.0546,-0.041225,0,0.16667,0.0060599,0.36251,0.94,0.33333,0.1
298.72,1.0483,-0.039376,0,0.16667,0.0060912,0.35687,0.96,0.33333,0.1
298.71,1.0423,-0.037642,0,0.16667,0.0061196,0.35127,0.98,0.33333,0.1
298.7,1.0365,-0.036015,0,0.16667,0.0061454,0.34571,1,0.33333,0.1
298.69,1.031,-0.034488,0,0.16667,0.0061688,0.34017,1.02,0.33333,0.1
298.69,1.0256,-0.033054,0,0.16667,0.00619,0.33467,1.04,0.33333,0.1
298.68,1.0205,-0.031707,0,0.16667,0.0062094,0.32921,1.06,0.33333,0.1
298.68,1.0155,-0.03044,0,0.16667,0.006227,0.32377,1.08,0.33333,0.1
298.68,1.0107,-0.02925,0,0.16667,0.0062431,0.31836,1.1,0.33333,0.1
298.68,1.0061,-0.028129,0,0.16667,0.0062578,0.31299,1.12,0.33333,0.1
298.68,1.0016,-0.027075,0,0.16667,0.0062713,0.30764,1.14,0.33333,0.1
298.68,0.99734,-0.026082,0,0.16667,0.0062836,0.30232,1.16,0.33333,0.1
298.69,0.99318,-0.025145,0,0.16667,0.0062949,0.29703,1.18,0.33333,0.1
298.69,0.98916,-0.024262,0,0.16667,0.0063053,0.29177,1.2,0.33333,0.1
298.7,0.98528,-0.023429,0,0.16667,0.0063149,0.28653,1.22,0.33333,0.1
298.7,0.98152,-0.022643,0,0.16667,0.0063237,0.28132,1.24,0.33333,0.1
298.71,0.97788,-0.021899,0,0.16667,0.0063319,0.27614,1.26,0.33333,0.1
298.71,0.97435,-0.021197,0,0.16667,0.0063394,0.27098,1.28,0.33333,0.1
298.72,0.97093,-0.020532,0,0.16667,0.0063464,0.26585,1.3,0.33333,0.1
298.73,0.96761,-0.019902,0,0.16667,0.006353,0.26074,1.32,0.33333,0.1
298.74,0.9644,-0.019306,0,0.16667,0.0063591,0.25566,1.34,0.33333,0.1
298.75,0.96127,-0.018741,0,0.16667,0.0063648,0.2506,1.36,0.33333,0.1
298.75,0.95823,-0.018204,0,0.16667,0.0063701,0.24556,1.38,0.33333,0.1
298.76,0.95528,-0.017695,0,0.16667,0.0063752,0.24055,1.4,0.33333,0.1
298.77,0.95241,-0.017211,0,0.16667,0.0063799,0.23557,1.42,0.33333,0.1
298.79,0.94962,-0.01675,0,0.16667,0.0063845,0.2306,1.44,0.33333,0.1
298.8,0.9469,-0.016312,0,0.16667,0.0063887,0.22566,1.46,0.33333,0.1
298.81,0.94425,-0.015894,0,0.16667,0.0063928,0.22074,1.48,0.33333,0.1
298.82,0.94167,-0.015496,0,0.16667,0.0063967,0.21584,1.5,0.33333,0.1
298.83,0.93916,-0.015115,0,0.16667,0.0064004,0.21096,1.52,0.33333,0.1
298.84,0.9367,-0.014752,0,0.16667,0.006404,0.20611,1.54,0.33333,0.1
298.85,0.93431,-0.014404,0,0.16667,0.0064074,0.20127,1.56,0.33333,0.1
298.87,0.93197,-0.01407,0,0.16667,0.0064108,0.19646,1.58,0.33333,0.1
298.88,0.92969,-0.01375,0,0.16667,0.006414,0.19167,1.6,0.33333,0.1
298.89,0.92747,-0.013443,0,0.16667,0.0064171,0.18689,1.62,0.33333,0.1
298.9,0.92529,-0.013147,0,0.16667,0.0064201,0.18214,1.64,0.33333,0.1
298.92,0.92316,-0.012862,0,0.16667,0.006423,0.17741,1.66,0.33333,0.1
298.93,0.92108,-0.012586,0,0.16667,0.0064259,0.1727,1.68,0.33333,0.1
298.95,0.91905,-0.01232,0,0.16667,0.0064287,0.16801,1.7,0.33333,0.1
298.96,0.91706,-0.012061,0,0.16667,0.0064314,0.16334,1.72,0.33333,0.1
298.97,0.91511,-0.01181,0,0.16667,0.006434,0.15869,1.74,0.33333,0.1
298.99,0.91321,-0.011565,0,0.16667,0.0064366,0.15407,1.76,0.33333,0.1
299,0.91135,-0.011326,0,0.16667,0.0064391,0.14946,1.78,0.33333,0.1
299.02,0.90953,-0.011093,0,0.16667,0.0064416,0.14487,1.8,0.33333,0.1
299.03,0.90775,-0.010864,0,0.16667,0.006444,0.1403,1.82,0.33333,0.1
299.04,0.90601,-0.010639,0,0.16667,0.0064463,0.13575,1.84,0.33333,0.1
299.06,0.90431,-0.010418,0,0.16667,0.0064486,0.13123,1.86,0.33333,0.1
299.07,0.90264,-0.010199,0,0.16667,0.0064509,0.12672,1.88,0.33333,0.1
299.09,0.90101,-0.0099838,0,0.16667,0.0064531,0.12224,1.9,0.33333,0.1
299.1,0.89942,-0.0097704,0,0.16667,0.0064553,0.11777,1.92,0.33333,0.1
299.12,0.89786,-0.009559,0,0.16667,0.0064574,0.11333,1.94,0.33333,0.1
299.14,0.89634,-0.0093495,0,0.16667,0.0064595,0.10891,1.96,0.33333,0.1
299.15,0.89486,-0.0091417,0,0.16667,0.0064615,0.10451,1.98,0.33333,0.1
299.17,0.89341,-0.0089356,0,0.16667,0.0064636,0.10013,2,0.33333,0.1
299.18,0.89199,-0.0087315,0,0.16667,0.0064657,0.09578,2.02,0.33333,0.1
299.2,0.89061,-0.0085296,0,0.16667,0.0064677,0.091449,2.04,0.33333,0.1
299.21,0.88927,-0.0083305,0,0.16667,0.0064699,0.087141,2.06,0.33333,0.1
299.23,0.88796,-0.008135,0,0.16667,0.0064721,0.082856,2.08,0.33333,0.1
299.25,0.88668,-0.0079442,0,0.16667,0.0064745,0.078595,2.1,0.33333,0.1
299.26,0.88543,-0.0077598,0,0.16667,0.0064772,0.074357,2.12,0.33333,0.1
299.28,0.88422,-0.0075837,0,0.16667,0.0064801,0.070143,2.14,0.33333,0.1
299.3,0.88304,-0.0074189,0,0.16667,0.0064834,0.065951,2.16,0.33333,0.1
299.31,0.8819,-0.0072686,0,0.16667,0.0064873,0.061782,2.18,0.33333,0.1
299.33,0.88079,-0.0071374,0,0.16667,0.0064919,0.057632,2.2,0.33333,0.1
299.35,0.87972,-0.0070301,0,0.16667,0.0064974,0.0535,2.22,0.33333,0.1
299.36,0.87869,-0.0069524,0,0.16667,0.0065039,0.049381,2.24,0.33333,0.1
299.38,0.8777,-0.0069097,0,0.16667,0.0065114,0.045267,2.26,0.33333,0.1
299.4,0.87677,-0.0069054,0,0.16667,0.0065198,0.041149,2.28,0.33333,0.1
299.42,0.8759,-0.0069389,0,0.16667,0.0065285,0.037012,2.3,0.33333,0.1
299.43,0.87511,-0.0070006,0,0.16667,0.0065363,0.032835,2.32,0.33333,0.1
299.45,0.87442,-0.007064,0,0.16667,0.0065408,0.028598,2.34,0.33333,0.1
299.46,0.87384,-0.0070749,0,0.16667,0.0065379,0.024267,2.36,0.33333,0.1
299.48,0.87339,-0.00693,0,0.16667,0.0065211,0.019836,2.38,0.33333,0.1
299.5,0.87305,-0.0064535,0,0.16667,0.0064788,0.015254,2.4,0.33333,0.1
299.52,0.87279,-0.0053357,0,0.16667,0.0063946,0.010679,2.42,0.33333,0.1
299.54,0.87243,-0.0030792,0,0.16667,0.0062392,0.0058862,2.44,0.33333,0.1
299.56,0.87198,0.0011712,0,0.16667,0.0059332,0.0020552,2.46,0.33333,0.1
299.6,0.8704,0.0096247,0,0.16667,0.0058543,-0.0030677,2.48,0.33333,0.1
309.51,1.774,-0.30982,0,0.059094,0.0074005,0.55861,0.02,0.35,0.1
308.43,1.7079,-0.33108,0,0.070721,0.011471,0.62105,0.04,0.35,0.1
307.4,1.6536,-0.33382,0,0.084271,0.015633,0.65521,0.06,0.35,0.1
306.43,1.6112,-0.32906,0,0.099412,0.019244,0.67323,0.08,0.35,0.1
305.53,1.5805,-0.32513,0,0.1161,0.019857,0.65621,0.1,0.35,0.1
304.7,1.5565,-0.32133,0,0.1326,0.017969,0.63177,0.12,0.35,0.1
303.95,1.5358,-0.31508,0,0.14524,0.01606,0.61862,0.14,0.35,0.1
303.27,1.5177,-0.30619,0,0.15,0.014278,0.61245,0.16,0.35,0.1
302.65,1.5017,-0.29569,0,0.15,0.012569,0.60678,0.18,0.35,0.1
302.11,1.4868,-0.28418,0,0.15,0.010973,0.60117,0.2,0.35,0.1
301.62,1.4726,-0.27212,0,0.15,0.0095004,0.59498,0.22,0.35,0.1
301.19,1.4585,-0.25979,0,0.15,0.008163,0.58824,0.24,0.35,0.1
300.8,1.4441,-0.24741,0,0.15,0.0069732,0.5811,0.26,0.35,0.1
300.45,1.4293,-0.23511,0,0.15,0.0059485,0.57375,0.28,0.35,0.1
300.14,1.4139,-0.22299,0,0.15,0.00511,0.56637,0.3,0.35,0.1
299.87,1.398,-0.2111,0,0.15,0.0044742,0.55906,0.32,0.35,0.1
299.62,1.3814,-0.19951,0,0.15,0.0040446,0.55187,0.34,0.35,0.1
299.4,1.3643,-0.18827,0,0.15,0.0038118,0.54481,0.36,0.35,0.1
299.2,1.3468,-0.17741,0,0.15,0.0037582,0.53782,0.38,0.35,0.1
299.02,1.329,-0.167,0,0.15,0.003854,0.53088,0.4,0.35,0.1
298.87,1.3112,-0.15707,0,0.15,0.0040539,0.52395,0.42,0.35,0.1
298.72,1.2934,-0.14764,0,0.15,0.0043081,0.51703,0.44,0.35,0.1
298.6,1.2758,-0.13872,0,0.15,0.0045776,0.51012,0.46,0.35,0.1
298.48,1.2586,-0.13031,0,0.15,0.004839,0.50322,0.48,0.35,0.1
298.38,1.2418,-0.12242,0,0.15,0.0050812,0.49637,0.5,0.35,0.1
298.29,1.2254,-0.11503,0,0.15,0.0053002,0.48958,0.52,0.35,0.1
298.2,1.2096,-0.10811,0,0.15,0.0054958,0.48285,0.54,0.35,0.1
298.13,1.1943,-0.10164,0,0.15,0.0056693,0.4762,0.56,0.35,0.1
298.06,1.1796,-0.095608,0,0.15,0.0058225,0.46961,0.58,0.35,0.1
298,1.1655,-0.089975,0,0.15,0.0059575,0.46311,0.6,0.35,0.1
297.95,1.1519,-0.084722,0,0.15,0.0060764,0.45667,0.62,0.35,0.1
297.9,1.1389,-0.079824,0,0.15,0.0061807,0.45031,0.64,0.35,0.1
297.86,1.1264,-0.075257,0,0.15,0.0062722,0.44402,0.66,0.35,0.1
297.82,1.1144,-0.071001,0,0.15,0.0063524,0.43779,0.68,0.35,0.1
297.79,1.103,-0.067032,0,0.15,0.0064227,0.43163,0.7,0.35,0.1
297.76,1.0921,-0.063333,0,0.15,0.0064842,0.42553,0.72,0.35,0.1
297.73,1.0816,-0.059883,0,0.15,0.0065379,0.41948,0.74,0.35,0.1
297.71,1.0717,-0.056665,0,0.15,0.0065848,0.41349,0.76,0.35,0.1
297.69,1.0621,-0.053663,0,0.15,0.0066258,0.40755,0.78,0.35,0.1
297.67,1.053,-0.050862,0,0.15,0.0066614,0.40165,0.8,0.35,0.1
297.66,1.0443,-0.048247,0,0.15,0.0066924,0.3958,0.82,0.35,0.1
297.65,1.0359,-0.045805,0,0.15,0.0067194,0.39,0.84,0.35,0.1
297.64,1.0279,-0.043525,0,0.15,0.0067427,0.38424,0.86,0.35,0.1
297.63,1.0203,-0.041394,0,0.15,0.0067629,0.37851,0.88,0.35,0.1
297.62,1.013,-0.039402,0,0.15,0.0067802,0.37282,0.9,0.35,0.1
297.62,1.006,-0.037539,0,0.15,0.0067951,0.36717,0.92,0.35,0.1
297.62,0.99931,-0.035797,0,0.15,0.0068078,0.36156,0.94,0.35,0.1
297.61,0.99288,-0.034166,0,0.15,0.0068186,0.35597,0.96,0.35,0.1
297.62,0.98672,-0.032639,0,0.15,0.0068276,0.35043,0.98,0.35,0.1
297.62,0.98081,-0.031209,0,0.15,0.0068352,0.34491,1,0.35,0.1
297.62,0.97513,-0.029868,0,0.15,0.0068415,0.33942,1.02,0.35,0.1
297.62,0.96968,-0.028611,0,0.15,0.0068466,0.33396,1.04,0.35,0.1
