"T","U:0","U:1","U:2","d","nuT","p","Points:0","Points:1","Points:2"
297.63,0.96444,-0.027432,0,0.15,0.0068507,0.32854,1.06,0.35,0.1
297.63,0.9594,-0.026324,0,0.15,0.0068539,0.32314,1.08,0.35,0.1
297.64,0.95454,-0.025285,0,0.15,0.0068564,0.31777,1.1,0.35,0.1
297.65,0.94987,-0.024307,0,0.15,0.0068581,0.31242,1.12,0.35,0.1
297.66,0.94537,-0.023388,0,0.15,0.0068592,0.30711,1.14,0.35,0.1
297.66,0.94103,-0.022523,0,0.15,0.0068599,0.30182,1.16,0.35,0.1
297.67,0.93684,-0.021709,0,0.15,0.00686,0.29656,1.18,0.35,0.1
297.68,0.93279,-0.020942,0,0.15,0.0068598,0.29132,1.2,0.35,0.1
297.69,0.92888,-0.020219,0,0.15,0.0068593,0.28611,1.22,0.35,0.1
297.71,0.9251,-0.019536,0,0.15,0.0068585,0.28092,1.24,0.35,0.1
297.72,0.92144,-0.018892,0,0.15,0.0068574,0.27576,1.26,0.35,0.1
297.73,0.9179,-0.018283,0,0.15,0.0068561,0.27062,1.28,0.35,0.1
297.74,0.91447,-0.017708,0,0.15,0.0068546,0.2655,1.3,0.35,0.1
297.75,0.91114,-0.017164,0,0.15,0.0068531,0.26041,1.32,0.35,0.1
297.77,0.90792,-0.016648,0,0.15,0.0068514,0.25535,1.34,0.35,0.1
297.78,0.90479,-0.01616,0,0.15,0.0068496,0.2503,1.36,0.35,0.1
297.8,0.90175,-0.015697,0,0.15,0.0068477,0.24528,1.38,0.35,0.1
297.81,0.89879,-0.015257,0,0.15,0.0068458,0.24028,1.4,0.35,0.1
297.82,0.89592,-0.01484,0,0.15,0.0068438,0.23531,1.42,0.35,0.1
297.84,0.89312,-0.014443,0,0.15,0.0068419,0.23035,1.44,0.35,0.1
297.85,0.8904,-0.014065,0,0.15,0.0068399,0.22542,1.46,0.35,0.1
297.87,0.88775,-0.013706,0,0.15,0.0068379,0.22051,1.48,0.35,0.1
297.88,0.88517,-0.013363,0,0.15,0.0068359,0.21562,1.5,0.35,0.1
297.9,0.88266,-0.013036,0,0.15,0.006834,0.21075,1.52,0.35,0.1
297.92,0.8802,-0.012723,0,0.15,0.006832,0.20591,1.54,0.35,0.1
297.93,0.87781,-0.012424,0,0.15,0.0068302,0.20108,1.56,0.35,0.1
297.95,0.87547,-0.012138,0,0.15,0.0068283,0.19627,1.58,0.35,0.1
297.96,0.87319,-0.011863,0,0.15,0.0068265,0.19149,1.6,0.35,0.1
297.98,0.87096,-0.011599,0,0.15,0.0068247,0.18672,1.62,0.35,0.1
298,0.86878,-0.011346,0,0.15,0.0068229,0.18198,1.64,0.35,0.1
298.01,0.86665,-0.011101,0,0.15,0.0068212,0.17725,1.66,0.35,0.1
298.03,0.86457,-0.010865,0,0.15,0.0068196,0.17255,1.68,0.35,0.1
298.05,0.86254,-0.010636,0,0.15,0.006818,0.16787,1.7,0.35,0.1
298.06,0.86054,-0.010414,0,0.15,0.0068164,0.1632,1.72,0.35,0.1
298.08,0.8586,-0.010199,0,0.15,0.0068149,0.15856,1.74,0.35,0.1
298.1,0.85669,-0.0099896,0,0.15,0.0068134,0.15393,1.76,0.35,0.1
298.12,0.85483,-0.009785,0,0.15,0.006812,0.14933,1.78,0.35,0.1
298.13,0.853,-0.0095849,0,0.15,0.0068106,0.14475,1.8,0.35,0.1
298.15,0.85122,-0.0093887,0,0.15,0.0068092,0.14018,1.82,0.35,0.1
298.17,0.84947,-0.009196,0,0.15,0.0068079,0.13564,1.84,0.35,0.1
298.19,0.84776,-0.0090063,0,0.15,0.0068067,0.13112,1.86,0.35,0.1
298.2,0.84609,-0.0088192,0,0.15,0.0068054,0.12662,1.88,0.35,0.1
298.22,0.84446,-0.0086343,0,0.15,0.0068042,0.12214,1.9,0.35,0.1
298.24,0.84286,-0.0084513,0,0.15,0.0068031,0.11768,1.92,0.35,0.1
298.26,0.8413,-0.00827,0,0.15,0.006802,0.11324,1.94,0.35,0.1
298.28,0.83978,-0.0080903,0,0.15,0.006801,0.10882,1.96,0.35,0.1
298.29,0.83829,-0.007912,0,0.15,0.0068,0.10443,1.98,0.35,0.1
298.31,0.83683,-0.0077352,0,0.15,0.0067991,0.10006,2,0.35,0.1
298.33,0.83541,-0.0075601,0,0.15,0.0067983,0.09571,2.02,0.35,0.1
298.35,0.83403,-0.0073869,0,0.15,0.0067976,0.091384,2.04,0.35,0.1
298.37,0.83267,-0.0072163,0,0.15,0.006797,0.087082,2.06,0.35,0.1
298.39,0.83136,-0.007049,0,0.15,0.0067966,0.082803,2.08,0.35,0.1
298.41,0.83007,-0.0068862,0,0.15,0.0067964,0.078548,2.1,0.35,0.1
298.42,0.82882,-0.0067295,0,0.15,0.0067965,0.074318,2.12,0.35,0.1
298.44,0.8276,-0.0065811,0,0.15,0.006797,0.070112,2.14,0.35,0.1
298.46,0.82641,-0.0064438,0,0.15,0.0067981,0.06593,2.16,0.35,0.1
298.48,0.82526,-0.0063215,0,0.15,0.0067998,0.061772,2.18,0.35,0.1
298.5,0.82414,-0.006219,0,0.15,0.0068024,0.057637,2.2,0.35,0.1
298.52,0.82305,-0.0061423,0,0.15,0.006806,0.053523,2.22,0.35,0.1
298.54,0.82199,-0.0060984,0,0.15,0.0068111,0.049426,2.24,0.35,0.1
298.56,0.82098,-0.0060944,0,0.15,0.0068175,0.045341,2.26,0.35,0.1
298.58,0.82001,-0.0061365,0,0.15,0.0068255,0.04126,2.28,0.35,0.1
298.6,0.8191,-0.006227,0,0.15,0.0068345,0.037169,2.3,0.35,0.1
298.61,0.81825,-0.0063592,0,0.15,0.0068435,0.033049,2.32,0.35,0.1
298.63,0.81749,-0.0065085,0,0.15,0.0068501,0.028878,2.34,0.35,0.1
298.65,0.81684,-0.0066189,0,0.15,0.0068498,0.024622,2.36,0.35,0.1
298.67,0.81632,-0.0065774,0,0.15,0.0068351,0.020264,2.38,0.35,0.1
298.69,0.81591,-0.0061867,0,0.15,0.0067925,0.015752,2.4,0.35,0.1
298.71,0.81562,-0.00509,0,0.15,0.0067031,0.011199,2.42,0.35,0.1
298.73,0.81527,-0.0027284,0,0.15,0.0065316,0.0064296,2.44,0.35,0.1
298.76,0.81488,0.0018679,0,0.15,0.0061956,0.0024727,2.46,0.35,0.1
298.79,0.81345,0.011019,0,0.15,0.0061003,-0.002592,2.48,0.35,0.1
303.43,1.9356,-0.25883,0,0.073755,0.0077434,0.68871,0.02,0.36667,0.1
302.92,1.8724,-0.27935,0,0.083865,0.011153,0.70667,0.04,0.36667,0.1
302.4,1.814,-0.28873,0,0.096307,0.014352,0.70862,0.06,0.36667,0.1
301.89,1.7629,-0.29268,0,0.11004,0.015919,0.69592,0.08,0.36667,0.1
301.39,1.7195,-0.29514,0,0.12207,0.015342,0.66478,0.1,0.36667,0.1
300.92,1.6806,-0.29524,0,0.13007,0.013985,0.63863,0.12,0.36667,0.1
300.48,1.6447,-0.29189,0,0.13333,0.012667,0.62363,0.14,0.36667,0.1
300.07,1.6117,-0.28539,0,0.13333,0.011328,0.61358,0.16,0.36667,0.1
299.7,1.5812,-0.27662,0,0.13333,0.010016,0.60539,0.18,0.36667,0.1
299.37,1.5525,-0.26624,0,0.13333,0.0088008,0.59825,0.2,0.36667,0.1
299.06,1.5252,-0.25482,0,0.13333,0.0077269,0.59143,0.22,0.36667,0.1
298.79,1.4986,-0.24275,0,0.13333,0.006832,0.58474,0.24,0.36667,0.1
298.55,1.4726,-0.23038,0,0.13333,0.0061383,0.57807,0.26,0.36667,0.1
298.33,1.4469,-0.21792,0,0.13333,0.0056537,0.57139,0.28,0.36667,0.1
298.14,1.4214,-0.20557,0,0.13333,0.0053729,0.56467,0.3,0.36667,0.1
297.97,1.3962,-0.19347,0,0.13333,0.005277,0.55788,0.32,0.36667,0.1
297.82,1.3713,-0.18175,0,0.13333,0.0053305,0.551,0.34,0.36667,0.1
297.68,1.3468,-0.17049,0,0.13333,0.0054851,0.54402,0.36,0.36667,0.1
297.56,1.3228,-0.15975,0,0.13333,0.0056934,0.53695,0.38,0.36667,0.1
297.45,1.2995,-0.14958,0,0.13333,0.0059191,0.52983,0.4,0.36667,0.1
297.35,1.2768,-0.13999,0,0.13333,0.0061396,0.52269,0.42,0.36667,0.1
297.27,1.255,-0.13099,0,0.13333,0.0063438,0.51557,0.44,0.36667,0.1
297.19,1.2339,-0.12257,0,0.13333,0.0065271,0.50849,0.46,0.36667,0.1
297.12,1.2137,-0.11471,0,0.13333,0.0066887,0.50149,0.48,0.36667,0.1
297.06,1.1944,-0.10739,0,0.13333,0.0068297,0.49456,0.5,0.36667,0.1
297.01,1.1759,-0.10058,0,0.13333,0.0069515,0.48772,0.52,0.36667,0.1
296.96,1.1582,-0.094248,0,0.13333,0.007056,0.48098,0.54,0.36667,0.1
296.92,1.1414,-0.088365,0,0.13333,0.0071452,0.47433,0.56,0.36667,0.1
296.89,1.1253,-0.082903,0,0.13333,0.0072206,0.46778,0.58,0.36667,0.1
296.85,1.11,-0.077832,0,0.13333,0.007284,0.46131,0.6,0.36667,0.1
296.83,1.0954,-0.073125,0,0.13333,0.0073369,0.45493,0.62,0.36667,0.1
296.8,1.0815,-0.068756,0,0.13333,0.0073806,0.44863,0.64,0.36667,0.1
296.78,1.0683,-0.064699,0,0.13333,0.0074163,0.4424,0.66,0.36667,0.1
296.76,1.0558,-0.060931,0,0.13333,0.0074452,0.43624,0.68,0.36667,0.1
296.75,1.0439,-0.05743,0,0.13333,0.0074681,0.43015,0.7,0.36667,0.1
296.74,1.0325,-0.054177,0,0.13333,0.0074859,0.42412,0.72,0.36667,0.1
296.73,1.0217,-0.051153,0,0.13333,0.0074993,0.41814,0.74,0.36667,0.1
296.72,1.0114,-0.04834,0,0.13333,0.0075089,0.41222,0.76,0.36667,0.1
296.72,1.0016,-0.045723,0,0.13333,0.0075153,0.40634,0.78,0.36667,0.1
296.71,0.99227,-0.043286,0,0.13333,0.0075189,0.40051,0.8,0.36667,0.1
296.71,0.98338,-0.041017,0,0.13333,0.0075202,0.39473,0.82,0.36667,0.1
296.71,0.9749,-0.038903,0,0.13333,0.0075194,0.38898,0.84,0.36667,0.1
296.71,0.96682,-0.036932,0,0.13333,0.0075169,0.38327,0.86,0.36667,0.1
296.71,0.95911,-0.035094,0,0.13333,0.007513,0.3776,0.88,0.36667,0.1
296.72,0.95174,-0.033379,0,0.13333,0.0075079,0.37197,0.9,0.36667,0.1
296.72,0.94471,-0.031778,0,0.13333,0.0075018,0.36636,0.92,0.36667,0.1
296.73,0.93798,-0.030283,0,0.13333,0.0074948,0.3608,0.94,0.36667,0.1
296.73,0.93155,-0.028885,0,0.13333,0.0074871,0.35526,0.96,0.36667,0.1
296.74,0.92539,-0.027579,0,0.13333,0.0074789,0.34975,0.98,0.36667,0.1
296.75,0.91949,-0.026356,0,0.13333,0.0074702,0.34427,1,0.36667,0.1
296.76,0.91384,-0.025212,0,0.13333,0.0074611,0.33882,1.02,0.36667,0.1
296.77,0.90842,-0.02414,0,0.13333,0.0074518,0.3334,1.04,0.36667,0.1
296.78,0.90321,-0.023136,0,0.13333,0.0074423,0.328,1.06,0.36667,0.1
296.79,0.89821,-0.022195,0,0.13333,0.0074326,0.32263,1.08,0.36667,0.1
296.81,0.8934,-0.021311,0,0.13333,0.0074228,0.31729,1.1,0.36667,0.1
296.82,0.88877,-0.020481,0,0.13333,0.007413,0.31198,1.12,0.36667,0.1
296.83,0.88432,-0.019702,0,0.13333,0.0074032,0.30669,1.14,0.36667,0.1
296.85,0.88003,-0.018969,0,0.13333,0.0073934,0.30142,1.16,0.36667,0.1
296.86,0.87589,-0.01828,0,0.13333,0.0073836,0.29618,1.18,0.36667,0.1
296.87,0.8719,-0.017631,0,0.13333,0.007374,0.29096,1.2,0.36667,0.1
296.89,0.86804,-0.017019,0,0.13333,0.0073644,0.28577,1.22,0.36667,0.1
296.9,0.86432,-0.016443,0,0.13333,0.007355,0.2806,1.24,0.36667,0.1
296.92,0.86071,-0.015899,0,0.13333,0.0073457,0.27545,1.26,0.36667,0.1
296.93,0.85723,-0.015386,0,0.13333,0.0073366,0.27033,1.28,0.36667,0.1
296.95,0.85385,-0.0149,0,0.13333,0.0073276,0.26523,1.3,0.36667,0.1
296.97,0.85058,-0.014442,0,0.13333,0.0073187,0.26015,1.32,0.36667,0.1
296.98,0.84741,-0.014008,0,0.13333,0.0073101,0.2551,1.34,0.36667,0.1
297,0.84433,-0.013597,0,0.13333,0.0073016,0.25007,1.36,0.36667,0.1
297.02,0.84134,-0.013207,0,0.13333,0.0072933,0.24506,1.38,0.36667,0.1
297.04,0.83843,-0.012837,0,0.13333,0.0072851,0.24007,1.4,0.36667,0.1
297.05,0.83561,-0.012486,0,0.13333,0.0072772,0.2351,1.42,0.36667,0.1
297.07,0.83287,-0.012153,0,0.13333,0.0072694,0.23016,1.44,0.36667,0.1
297.09,0.83019,-0.011836,0,0.13333,0.0072619,0.22523,1.46,0.36667,0.1
297.11,0.82759,-0.011534,0,0.13333,0.0072545,0.22033,1.48,0.36667,0.1
297.12,0.82505,-0.011247,0,0.13333,0.0072472,0.21545,1.5,0.36667,0.1
297.14,0.82258,-0.010972,0,0.13333,0.0072402,0.21059,1.52,0.36667,0.1
297.16,0.82017,-0.01071,0,0.13333,0.0072333,0.20575,1.54,0.36667,0.1
297.18,0.81782,-0.01046,0,0.13333,0.0072266,0.20093,1.56,0.36667,0.1
297.2,0.81552,-0.01022,0,0.13333,0.0072201,0.19613,1.58,0.36667,0.1
297.22,0.81328,-0.0099902,0,0.13333,0.0072137,0.19135,1.6,0.36667,0.1
297.24,0.81109,-0.0097693,0,0.13333,0.0072075,0.18659,1.62,0.36667,0.1
297.26,0.80894,-0.009557,0,0.13333,0.0072015,0.18185,1.64,0.36667,0.1
297.27,0.80685,-0.0093523,0,0.13333,0.0071956,0.17713,1.66,0.36667,0.1
297.29,0.8048,-0.0091547,0,0.13333,0.0071899,0.17243,1.68,0.36667,0.1
297.31,0.8028,-0.0089636,0,0.13333,0.0071843,0.16775,1.7,0.36667,0.1
297.33,0.80084,-0.0087784,0,0.13333,0.0071789,0.16309,1.72,0.36667,0.1
297.35,0.79892,-0.0085985,0,0.13333,0.0071736,0.15845,1.74,0.36667,0.1
297.37,0.79705,-0.0084233,0,0.13333,0.0071684,0.15383,1.76,0.36667,0.1
297.39,0.79521,-0.0082524,0,0.13333,0.0071634,0.14923,1.78,0.36667,0.1
297.41,0.79342,-0.0080852,0,0.13333,0.0071585,0.14465,1.8,0.36667,0.1
297.43,0.79166,-0.0079214,0,0.13333,0.0071537,0.14009,1.82,0.36667,0.1
297.45,0.78994,-0.0077604,0,0.13333,0.0071491,0.13555,1.84,0.36667,0.1
297.47,0.78825,-0.0076018,0,0.13333,0.0071446,0.13103,1.86,0.36667,0.1
297.49,0.78661,-0.0074454,0,0.13333,0.0071402,0.12654,1.88,0.36667,0.1
297.51,0.785,-0.0072909,0,0.13333,0.0071359,0.12206,1.9,0.36667,0.1
297.53,0.78342,-0.0071379,0,0.13333,0.0071318,0.1176,1.92,0.36667,0.1
297.55,0.78188,-0.0069863,0,0.13333,0.0071278,0.11317,1.94,0.36667,0.1
297.57,0.78037,-0.006836,0,0.13333,0.0071239,0.10876,1.96,0.36667,0.1
297.59,0.7789,-0.0066869,0,0.13333,0.0071201,0.10437,1.98,0.36667,0.1
297.61,0.77747,-0.006539,0,0.13333,0.0071165,0.1,2,0.36667,0.1
297.63,0.77607,-0.0063925,0,0.13333,0.0071131,0.095658,2.02,0.36667,0.1
297.65,0.7747,-0.0062477,0,0.13333,0.0071098,0.091337,2.04,0.36667,0.1
297.67,0.77336,-0.0061052,0,0.13333,0.0071067,0.087039,2.06,0.36667,0.1
297.69,0.77206,-0.0059656,0,0.13333,0.0071039,0.082766,2.08,0.36667,0.1
297.71,0.77079,-0.0058301,0,0.13333,0.0071013,0.078517,2.1,0.36667,0.1
297.73,0.76955,-0.0057003,0,0.13333,0.0070991,0.074292,2.12,0.36667,0.1
297.75,0.76834,-0.0055783,0,0.13333,0.0070973,0.070093,2.14,0.36667,0.1
297.77,0.76717,-0.005467,0,0.13333,0.0070961,0.065919,2.16,0.36667,0.1
297.79,0.76602,-0.0053705,0,0.13333,0.0070957,0.061771,2.18,0.36667,0.1
297.81,0.7649,-0.0052939,0,0.13333,0.0070963,0.057649,2.2,0.36667,0.1
297.83,0.76381,-0.0052438,0,0.13333,0.0070981,0.05355,2.22,0.36667,0.1
297.86,0.76275,-0.0052282,0,0.13333,0.0071015,0.049475,2.24,0.36667,0.1
297.88,0.76172,-0.005256,0,0.13333,0.0071067,0.045418,2.26,0.36667,0.1
297.9,0.76073,-0.0053358,0,0.13333,0.0071139,0.041375,2.28,0.36667,0.1
297.92,0.75978,-0.005473,0,0.13333,0.0071229,0.037334,2.3,0.36667,0.1
297.94,0.75888,-0.0056647,0,0.13333,0.0071329,0.03328,2.32,0.36667,0.1
297.96,0.75805,-0.0058896,0,0.13333,0.0071416,0.029193,2.34,0.36667,0.1
297.98,0.75731,-0.0060928,0,0.13333,0.0071444,0.025042,2.36,0.36667,0.1
298,0.75668,-0.006156,0,0.13333,0.0071335,0.020798,2.38,0.36667,0.1
298.02,0.75618,-0.005866,0,0.13333,0.0070934,0.016418,2.4,0.36667,0.1
298.04,0.7558,-0.0048242,0,0.13333,0.0070031,0.011951,2.42,0.36667,0.1
298.06,0.75545,-0.0024149,0,0.13333,0.0068202,0.0072914,2.44,0.36667,0.1
298.09,0.7551,0.0024636,0,0.13333,0.0064599,0.0031977,2.46,0.36667,0.1
298.12,0.75393,0.012222,0,0.13333,0.0063451,-0.0017279,2.48,0.36667,0.1
299.27,2.0144,-0.21249,0,0.089114,0.0080504,0.76984,0.02,0.38333,0.1
299.06,1.9581,-0.23057,0,0.097348,0.010249,0.75583,0.04,0.38333,0.1
298.83,1.9024,-0.24253,0,0.10539,0.011813,0.73442,0.06,0.38333,0.1
298.59,1.8494,-0.25057,0,0.11204,0.012072,0.70667,0.08,0.38333,0.1
298.36,1.7991,-0.25618,0,0.11608,0.011557,0.67549,0.1,0.38333,0.1
298.13,1.7505,-0.2587,0,0.11667,0.010995,0.6515,0.12,0.38333,0.1
297.9,1.7038,-0.25759,0,0.11667,0.010355,0.63477,0.14,0.38333,0.1
297.69,1.6593,-0.2532,0,0.11667,0.0096606,0.62232,0.16,0.38333,0.1
297.49,1.6169,-0.24622,0,0.11667,0.0089956,0.61239,0.18,0.38333,0.1
297.31,1.5765,-0.23726,0,0.11667,0.0084215,0.60404,0.2,0.38333,0.1
297.15,1.5377,-0.22694,0,0.11667,0.0079779,0.59644,0.22,0.38333,0.1
297,1.5004,-0.21575,0,0.11667,0.0076835,0.58919,0.24,0.38333,0.1
296.87,1.4644,-0.2041,0,0.11667,0.007534,0.582,0.26,0.38333,0.1
296.75,1.4297,-0.19231,0,0.11667,0.0075056,0.57476,0.28,0.38333,0.1
296.64,1.3963,-0.18063,0,0.11667,0.0075636,0.56739,0.3,0.38333,0.1
296.55,1.3642,-0.16924,0,0.11667,0.0076727,0.55989,0.32,0.38333,0.1
296.46,1.3333,-0.15827,0,0.11667,0.0078042,0.55229,0.34,0.38333,0.1
296.39,1.3037,-0.14782,0,0.11667,0.0079388,0.54465,0.36,0.38333,0.1
296.33,1.2755,-0.13794,0,0.11667,0.0080654,0.53701,0.38,0.38333,0.1
296.27,1.2486,-0.12865,0,0.11667,0.0081786,0.52942,0.4,0.38333,0.1
296.22,1.2229,-0.11996,0,0.11667,0.0082764,0.52191,0.42,0.38333,0.1
296.17,1.1985,-0.11185,0,0.11667,0.0083585,0.51451,0.44,0.38333,0.1
296.13,1.1754,-0.10432,0,0.11667,0.0084256,0.50723,0.46,0.38333,0.1
296.1,1.1534,-0.097324,0,0.11667,0.0084788,0.50008,0.48,0.38333,0.1
296.07,1.1326,-0.090845,0,0.11667,0.0085194,0.49306,0.5,0.38333,0.1
296.05,1.1128,-0.084847,0,0.11667,0.0085488,0.48618,0.52,0.38333,0.1
296.02,1.0941,-0.079301,0,0.11667,0.0085685,0.47942,0.54,0.38333,0.1
296.01,1.0764,-0.074172,0,0.11667,0.0085797,0.47278,0.56,0.38333,0.1
295.99,1.0597,-0.069432,0,0.11667,0.0085837,0.46625,0.58,0.38333,0.1
295.98,1.0438,-0.065049,0,0.11667,0.0085816,0.45982,0.6,0.38333,0.1
295.97,1.0288,-0.060997,0,0.11667,0.0085744,0.45348,0.62,0.38333,0.1
295.96,1.0146,-0.057249,0,0.11667,0.0085629,0.44723,0.64,0.38333,0.1
295.96,1.0012,-0.05378,0,0.11667,0.008548,0.44106,0.66,0.38333,0.1
295.96,0.98844,-0.050569,0,0.11667,0.0085302,0.43496,0.68,0.38333,0.1
295.96,0.97637,-0.047595,0,0.11667,0.0085101,0.42893,0.7,0.38333,0.1
295.96,0.96493,-0.044838,0,0.11667,0.0084882,0.42295,0.72,0.38333,0.1
295.96,0.95408,-0.042282,0,0.11667,0.008465,0.41703,0.74,0.38333,0.1
295.96,0.94379,-0.039911,0,0.11667,0.0084407,0.41117,0.76,0.38333,0.1
295.97,0.93402,-0.037709,0,0.11667,0.0084157,0.40535,0.78,0.38333,0.1
295.97,0.92474,-0.035664,0,0.11667,0.0083902,0.39957,0.8,0.38333,0.1
295.98,0.91592,-0.033763,0,0.11667,0.0083644,0.39383,0.82,0.38333,0.1
295.99,0.90754,-0.031996,0,0.11667,0.0083385,0.38814,0.84,0.38333,0.1
295.99,0.89956,-0.030351,0,0.11667,0.0083126,0.38248,0.86,0.38333,0.1
296,0.89196,-0.028819,0,0.11667,0.0082868,0.37685,0.88,0.38333,0.1
296.01,0.88471,-0.027392,0,0.11667,0.0082613,0.37126,0.9,0.38333,0.1
296.03,0.87781,-0.026062,0,0.11667,0.0082361,0.3657,0.92,0.38333,0.1
296.04,0.87121,-0.024822,0,0.11667,0.0082113,0.36017,0.94,0.38333,0.1
296.05,0.86492,-0.023664,0,0.11667,0.0081868,0.35466,0.96,0.38333,0.1
296.06,0.8589,-0.022583,0,0.11667,0.0081629,0.34919,0.98,0.38333,0.1
296.08,0.85314,-0.021573,0,0.11667,0.0081394,0.34374,1,0.38333,0.1
296.09,0.84762,-0.020628,0,0.11667,0.0081164,0.33832,1.02,0.38333,0.1
296.11,0.84234,-0.019745,0,0.11667,0.008094,0.33293,1.04,0.38333,0.1
296.12,0.83727,-0.018917,0,0.11667,0.008072,0.32756,1.06,0.38333,0.1
296.14,0.83241,-0.018142,0,0.11667,0.0080506,0.32222,1.08,0.38333,0.1
296.15,0.82774,-0.017415,0,0.11667,0.0080297,0.3169,1.1,0.38333,0.1
296.17,0.82325,-0.016734,0,0.11667,0.0080094,0.31161,1.12,0.38333,0.1
296.18,0.81893,-0.016094,0,0.11667,0.0079896,0.30634,1.14,0.38333,0.1
296.2,0.81477,-0.015493,0,0.11667,0.0079703,0.30109,1.16,0.38333,0.1
296.22,0.81076,-0.014928,0,0.11667,0.0079515,0.29586,1.18,0.38333,0.1
296.24,0.80689,-0.014396,0,0.11667,0.0079333,0.29066,1.2,0.38333,0.1
296.25,0.80316,-0.013895,0,0.11667,0.0079155,0.28549,1.22,0.38333,0.1
296.27,0.79956,-0.013424,0,0.11667,0.0078982,0.28033,1.24,0.38333,0.1
296.29,0.79607,-0.012979,0,0.11667,0.0078814,0.2752,1.26,0.38333,0.1
296.31,0.7927,-0.01256,0,0.11667,0.007865,0.27009,1.28,0.38333,0.1
296.33,0.78944,-0.012163,0,0.11667,0.0078491,0.265,1.3,0.38333,0.1
296.35,0.78627,-0.011789,0,0.11667,0.0078336,0.25994,1.32,0.38333,0.1
296.36,0.78321,-0.011435,0,0.11667,0.0078186,0.25489,1.34,0.38333,0.1
296.38,0.78023,-0.011099,0,0.11667,0.0078039,0.24987,1.36,0.38333,0.1
296.4,0.77735,-0.010782,0,0.11667,0.0077897,0.24487,1.38,0.38333,0.1
296.42,0.77454,-0.01048,0,0.11667,0.0077758,0.23989,1.4,0.38333,0.1
296.44,0.77181,-0.010195,0,0.11667,0.0077624,0.23493,1.42,0.38333,0.1
296.46,0.76916,-0.0099231,0,0.11667,0.0077492,0.22999,1.44,0.38333,0.1
296.48,0.76658,-0.009665,0,0.11667,0.0077365,0.22507,1.46,0.38333,0.1
296.5,0.76406,-0.0094195,0,0.11667,0.0077241,0.22018,1.48,0.38333,0.1
296.52,0.76161,-0.0091856,0,0.11667,0.007712,0.2153,1.5,0.38333,0.1
296.54,0.75923,-0.0089625,0,0.11667,0.0077002,0.21045,1.52,0.38333,0.1
296.56,0.7569,-0.0087496,0,0.11667,0.0076887,0.20561,1.54,0.38333,0.1
296.58,0.75462,-0.0085461,0,0.11667,0.0076776,0.2008,1.56,0.38333,0.1
296.6,0.7524,-0.0083513,0,0.11667,0.0076667,0.196,1.58,0.38333,0.1
296.62,0.75023,-0.0081646,0,0.11667,0.0076561,0.19123,1.6,0.38333,0.1
296.64,0.74811,-0.0079853,0,0.11667,0.0076458,0.18647,1.62,0.38333,0.1
296.66,0.74604,-0.007813,0,0.11667,0.0076357,0.18174,1.64,0.38333,0.1
296.69,0.74402,-0.007647,0,0.11667,0.0076259,0.17702,1.66,0.38333,0.1
296.71,0.74203,-0.0074868,0,0.11667,0.0076163,0.17232,1.68,0.38333,0.1
296.73,0.7401,-0.0073319,0,0.11667,0.007607,0.16765,1.7,0.38333,0.1
296.75,0.7382,-0.0071818,0,0.11667,0.0075979,0.16299,1.72,0.38333,0.1
296.77,0.73634,-0.007036,0,0.11667,0.0075891,0.15835,1.74,0.38333,0.1
296.79,0.73453,-0.0068941,0,0.11667,0.0075804,0.15374,1.76,0.38333,0.1
296.81,0.73275,-0.0067557,0,0.11667,0.007572,0.14914,1.78,0.38333,0.1
296.83,0.73101,-0.0066202,0,0.11667,0.0075638,0.14457,1.8,0.38333,0.1
296.85,0.7293,-0.0064875,0,0.11667,0.0075558,0.14001,1.82,0.38333,0.1
296.87,0.72764,-0.0063571,0,0.11667,0.007548,0.13547,1.84,0.38333,0.1
296.9,0.726,-0.0062287,0,0.11667,0.0075404,0.13096,1.86,0.38333,0.1
296.92,0.7244,-0.006102,0,0.11667,0.007533,0.12647,1.88,0.38333,0.1
296.94,0.72284,-0.0059768,0,0.11667,0.0075259,0.12199,1.9,0.38333,0.1
296.96,0.72131,-0.0058529,0,0.11667,0.0075189,0.11754,1.92,0.38333,0.1
296.98,0.71982,-0.0057301,0,0.11667,0.0075121,0.11311,1.94,0.38333,0.1
297,0.71835,-0.0056082,0,0.11667,0.0075055,0.1087,1.96,0.38333,0.1
297.02,0.71693,-0.0054873,0,0.11667,0.0074991,0.10432,1.98,0.38333,0.1
297.05,0.71553,-0.0053675,0,0.11667,0.0074929,0.099954,2,0.38333,0.1
297.07,0.71417,-0.0052487,0,0.11667,0.0074869,0.095613,2.02,0.38333,0.1
297.09,0.71284,-0.0051314,0,0.11667,0.0074812,0.091296,2.04,0.38333,0.1
297.11,0.71154,-0.005016,0,0.11667,0.0074757,0.087002,2.06,0.38333,0.1
297.13,0.71027,-0.0049031,0,0.11667,0.0074706,0.082733,2.08,0.38333,0.1
297.15,0.70903,-0.0047939,0,0.11667,0.0074657,0.078488,2.1,0.38333,0.1
297.18,0.70783,-0.0046897,0,0.11667,0.0074612,0.074269,2.12,0.38333,0.1
297.2,0.70665,-0.0045925,0,0.11667,0.0074573,0.070075,2.14,0.38333,0.1
297.22,0.7055,-0.0045054,0,0.11667,0.0074539,0.065908,2.16,0.38333,0.1
297.24,0.70438,-0.0044321,0,0.11667,0.0074513,0.061768,2.18,0.38333,0.1
297.26,0.70328,-0.0043779,0,0.11667,0.0074498,0.057655,2.2,0.38333,0.1
